source,target,rating,abs_rating,sign,time
1026,908,10,10,positive,1307700864
1026,1043,2,2,positive,1307721450
1026,962,5,5,positive,1307767567
1026,538,1,1,positive,1307834933
1026,832,-1,1,negative,1307873912
1027,832,9,9,positive,1307616866
1028,925,1,1,positive,1307617243
1028,586,1,1,positive,1307785773
1028,1152,1,1,positive,1308097434
1028,1167,1,1,positive,1308254586
1028,1100,1,1,positive,1308428289
1028,1200,1,1,positive,1308651675
1028,1226,1,1,positive,1308985814
1028,1317,1,1,positive,1312847420
1028,1322,1,1,positive,1313975696
1028,1386,1,1,positive,1317615959
1028,1746,1,1,positive,1349718072
1029,775,1,1,positive,1307639639
1030,775,2,2,positive,1307874030
1030,35,2,2,positive,1307874160
1031,707,5,5,positive,1307619491
1032,832,3,3,positive,1307625226
1033,832,1,1,positive,1307626346
1034,1332,2,2,positive,1310586316
1034,1348,2,2,positive,1313391680
1034,1217,2,2,positive,1313406050
1034,832,-10,10,negative,1313434796
1034,1162,1,1,positive,1313435216
1034,468,4,4,positive,1313755447
1034,7,1,1,positive,1313900298
1034,1334,1,1,positive,1329897890
1034,4787,1,1,positive,1381472333
1034,4618,1,1,positive,1382542483
1034,4315,3,3,positive,1400654808
1036,907,2,2,positive,1307638542
1036,1092,1,1,positive,1308017294
1036,455,1,1,positive,1308278108
1037,732,2,2,positive,1307646812
1037,1260,2,2,positive,1309026025
1037,1269,2,2,positive,1309272702
1037,1257,2,2,positive,1309287720
1039,1013,1,1,positive,1307644530
1005,1040,2,2,positive,1307651318
1005,1013,3,3,positive,1307657358
1005,1045,1,1,positive,1307660486
1005,1048,3,3,positive,1307662942
1005,1050,3,3,positive,1307680576
1005,1014,1,1,positive,1307681139
1005,908,3,3,positive,1307697178
1005,1004,1,1,positive,1307707981
1005,1139,1,1,positive,1308077007
1005,1105,1,1,positive,1308092458
1005,1194,1,1,positive,1308546423
1040,1005,5,5,positive,1307652818
1040,805,-10,10,negative,1307677120
1040,476,2,2,positive,1307683718
1040,178,1,1,positive,1308381303
1040,664,2,2,positive,1308385980
1042,476,1,1,positive,1307651834
1042,1074,-10,10,negative,1309295896
962,832,3,3,positive,1307657678
962,1026,5,5,positive,1307767937
962,520,1,1,positive,1307925206
962,725,1,1,positive,1308072216
962,1135,2,2,positive,1308089862
962,687,1,1,positive,1308100435
962,937,1,1,positive,1308104951
962,416,1,1,positive,1308250407
962,882,2,2,positive,1308348950
962,2028,1,1,positive,1346016851
1044,832,1,1,positive,1307658512
1044,1744,1,1,positive,1332484144
1044,1922,1,1,positive,1336033458
1044,1771,1,1,positive,1337234841
1044,2067,1,1,positive,1338366262
1044,1921,1,1,positive,1338448896
1044,905,1,1,positive,1339409519
1044,35,1,1,positive,1339454828
1044,13,6,6,positive,1340190437
1044,546,1,1,positive,1340685078
1044,2028,2,2,positive,1340692199
1044,2141,1,1,positive,1341860134
1044,937,6,6,positive,1342526857
1045,1005,1,1,positive,1307660641
1045,1084,5,5,positive,1307774196
1046,60,4,4,positive,1307927977
1046,353,5,5,positive,1307928077
1046,1395,2,2,positive,1312594511
1047,832,2,2,positive,1307662580
1048,1005,3,3,positive,1307662998
1048,1009,3,3,positive,1307663005
1048,1013,3,3,positive,1307665865
1048,209,2,2,positive,1308337607
1049,178,2,2,positive,1307666430
1050,832,2,2,positive,1307665348
1050,1005,3,3,positive,1307680716
1050,109,1,1,positive,1307750498
1051,178,1,1,positive,1307665738
1051,920,1,1,positive,1307667176
1052,178,1,1,positive,1307666342
1052,60,5,5,positive,1307666756
1052,1366,5,5,positive,1345532249
1052,1383,-1,1,negative,1359081925
1052,2642,2,2,positive,1359152987
1052,2028,2,2,positive,1359160121
1052,2498,-2,2,negative,1362743087
1052,448,5,5,positive,1386925938
1052,1743,5,5,positive,1386925963
1052,5179,4,4,positive,1386926012
1052,4694,2,2,positive,1388227394
1052,5478,1,1,positive,1398354086
1052,2942,1,1,positive,1423597255
1052,1,4,4,positive,1423598153
1052,35,1,1,positive,1423600670
1052,1810,1,1,positive,1430502667
1052,3837,1,1,positive,1430502830
1052,1953,1,1,positive,1430863673
1052,2934,1,1,positive,1430863683
1052,192,1,1,positive,1430863695
1052,5299,1,1,positive,1430863703
1052,1815,1,1,positive,1430863710
1052,4559,1,1,positive,1430863721
1052,4291,1,1,positive,1430863730
1052,5439,1,1,positive,1430863743
1052,5591,1,1,positive,1430863749
1052,57,1,1,positive,1430863761
1052,5413,1,1,positive,1430863774
1052,4197,1,1,positive,1430863780
1052,1018,1,1,positive,1430863797
1052,3878,1,1,positive,1430863808
1052,5845,1,1,positive,1430863830
1052,2658,1,1,positive,1430863842
1052,5227,1,1,positive,1430863850
1052,215,1,1,positive,1430863865
1052,595,1,1,positive,1430863874
1052,33,1,1,positive,1430863885
1052,7,1,1,positive,1430863887
1052,135,1,1,positive,1430863897
1052,2565,1,1,positive,1430863915
1052,1512,1,1,positive,1430863923
1052,3919,1,1,positive,1430863928
1052,539,1,1,positive,1430863939
1052,5612,1,1,positive,1430863945
1052,481,1,1,positive,1430863951
1052,2296,1,1,positive,1430863958
1052,2388,1,1,positive,1430863964
1052,51,1,1,positive,1430863968
1052,223,1,1,positive,1430864134
1052,2142,1,1,positive,1430864218
1052,3129,3,3,positive,1430864225
1052,2045,1,1,positive,1430864674
1052,5990,5,5,positive,1442910706
1052,41,2,2,positive,1451934345
1053,1009,1,1,positive,1307685314
1053,41,3,3,positive,1307685377
1053,937,3,3,positive,1307694589
1053,1204,1,1,positive,1308606939
1053,925,2,2,positive,1309573098
1053,1310,1,1,positive,1309992723
1053,1290,1,1,positive,1310020425
1053,521,1,1,positive,1310066017
1053,104,3,3,positive,1310071422
1053,608,1,1,positive,1310071536
1053,628,1,1,positive,1310171215
1053,846,1,1,positive,1310177934
1053,452,1,1,positive,1310191274
1053,468,3,3,positive,1310252297
1053,1321,1,1,positive,1310335657
1053,1317,1,1,positive,1310352752
1053,522,1,1,positive,1310353100
1053,923,1,1,positive,1310370778
1053,113,2,2,positive,1310655486
1053,905,2,2,positive,1310767187
1053,1292,2,2,positive,1310776964
1053,1094,4,4,positive,1310779285
1053,1268,1,1,positive,1310871391
1053,280,2,2,positive,1311023586
1053,621,1,1,positive,1311038058
1053,882,3,3,positive,1311051450
1053,781,1,1,positive,1311893784
1053,664,3,3,positive,1311894384
1053,546,1,1,positive,1312758319
1053,777,1,1,positive,1317888765
1053,1565,1,1,positive,1323813855
1053,1628,1,1,positive,1323815581
1053,537,1,1,positive,1324090752
1053,7,5,5,positive,1325117789
1053,1566,4,4,positive,1325127669
1053,579,1,1,positive,1325221891
1053,13,1,1,positive,1335499388
1053,1921,2,2,positive,1338324768
1053,2103,1,1,positive,1338439387
1053,1386,3,3,positive,1338522207
1053,1394,1,1,positive,1338619306
1053,2028,1,1,positive,1339901190
1053,1316,1,1,positive,1339985613
1053,304,2,2,positive,1344470081
1053,1,1,1,positive,1344485343
1053,2455,2,2,positive,1345332775
1053,492,1,1,positive,1349751256
1054,920,1,1,positive,1307673163
1054,2836,1,1,positive,1350659397
1055,1008,1,1,positive,1307674333
1056,1008,2,2,positive,1307680090
1056,1171,6,6,positive,1308270798
1057,733,1,1,positive,1307680393
1057,923,1,1,positive,1311651123
1014,1043,1,1,positive,1307680900
1014,1005,1,1,positive,1307681177
1014,777,10,10,positive,1307683051
1043,1014,1,1,positive,1307680900
1043,1026,2,2,positive,1307716545
1043,484,2,2,positive,1307760350
1043,353,2,2,positive,1307828777
1043,198,2,2,positive,1307907350
1043,872,3,3,positive,1307928900
1043,1118,1,1,positive,1307933423
1043,1130,1,1,positive,1308027949
1043,1129,1,1,positive,1308030594
1043,113,2,2,positive,1308081597
1043,767,1,1,positive,1308100945
1043,1162,2,2,positive,1308716993
1043,651,1,1,positive,1308779863
1043,270,2,2,positive,1309321483
1043,1154,1,1,positive,1309323331
1043,538,1,1,positive,1309326687
1058,484,5,5,positive,1307683482
1059,1008,1,1,positive,1307718654
1060,832,5,5,positive,1307688597
1060,959,5,5,positive,1307688639
1061,937,1,1,positive,1307695354
1062,1071,1,1,positive,1307747471
1062,982,1,1,positive,1307747780
1062,1179,1,1,positive,1308349088
1062,1427,1,1,positive,1313539139
1062,1410,1,1,positive,1313539193
1063,978,2,2,positive,1307700029
1063,480,2,2,positive,1307744303
1063,1092,2,2,positive,1307809150
958,1065,1,1,positive,1307733876
958,832,-10,10,negative,1308156904
958,1129,2,2,positive,1308160166
958,1168,2,2,positive,1308256785
1065,958,1,1,positive,1307734209
1065,1119,10,10,positive,1307940507
1065,870,1,1,positive,1308644955
1065,1209,1,1,positive,1308645532
1066,113,1,1,positive,1307735142
1066,492,1,1,positive,1307820938
1066,664,1,1,positive,1309499870
1066,925,1,1,positive,1309571991
992,908,3,3,positive,1399219338
1068,1162,1,1,positive,1308177952
1068,1163,1,1,positive,1308178250
1069,225,1,1,positive,1307745448
1070,209,3,3,positive,1307745511
1071,1062,1,1,positive,1308172625
1073,209,7,7,positive,1307754402
1073,733,3,3,positive,1307765342
1073,908,1,1,positive,1307774320
1073,144,1,1,positive,1307817558
1073,492,1,1,positive,1307829068
1074,733,8,8,positive,1307761365
1074,967,2,2,positive,1307762504
1074,908,2,2,positive,1307765274
1074,1042,1,1,positive,1307860479
1075,760,5,5,positive,1307763642
1077,801,2,2,positive,1307766804
1078,726,2,2,positive,1307770190
1078,1079,2,2,positive,1307771089
1078,1080,2,2,positive,1307771639
1078,1081,2,2,positive,1307772242
1078,1082,2,2,positive,1307772488
1078,1083,2,2,positive,1307772729
1078,1085,1,1,positive,1307774076
1078,1086,2,2,positive,1307775034
1078,1087,2,2,positive,1307776649
1078,1088,2,2,positive,1307777363
1078,1089,1,1,positive,1307780849
1079,1078,2,2,positive,1307771106
1080,1078,2,2,positive,1307771659
1081,1078,2,2,positive,1307772244
1082,1078,2,2,positive,1307772519
1083,1078,2,2,positive,1307772746
1084,1045,5,5,positive,1307774619
1084,760,5,5,positive,1307778765
1084,1100,10,10,positive,1308851197
1085,1078,2,2,positive,1307774105
1086,1078,3,3,positive,1307775036
1087,1078,2,2,positive,1307776664
1088,1078,3,3,positive,1307777398
1089,1078,2,2,positive,1307780873
1072,545,1,1,positive,1307788488
1090,374,1,1,positive,1307793296
1090,35,2,2,positive,1309342307
1090,1341,1,1,positive,1311013933
1090,1349,1,1,positive,1311274483
1092,1063,2,2,positive,1307809163
1092,908,10,10,positive,1307809211
1092,1093,1,1,positive,1307809271
1092,1095,1,1,positive,1307820269
1092,394,1,1,positive,1307824087
1092,1104,1,1,positive,1307845555
1092,284,1,1,positive,1307847076
1092,972,1,1,positive,1307848077
1092,492,10,10,positive,1307849901
1092,1106,1,1,positive,1307851728
1092,923,2,2,positive,1307856588
1092,203,1,1,positive,1307865669
1092,804,2,2,positive,1307866432
1092,975,1,1,positive,1307867147
1092,1113,1,1,positive,1307894274
1092,1114,2,2,positive,1307897995
1092,304,1,1,positive,1307904941
1092,455,1,1,positive,1308008883
1092,1127,1,1,positive,1308013799
1092,1036,1,1,positive,1308016756
1092,726,1,1,positive,1308018718
1092,1013,10,10,positive,1308075666
1093,908,1,1,positive,1307809319
1094,64,10,10,positive,1307811046
1094,492,2,2,positive,1307816452
1094,342,2,2,positive,1307855987
1094,1173,1,1,positive,1308286503
1094,908,1,1,positive,1308894867
1094,577,1,1,positive,1308975379
1094,592,1,1,positive,1309015029
1094,791,1,1,positive,1309015065
1094,1237,1,1,positive,1309112749
1094,1242,1,1,positive,1309498976
1094,261,3,3,positive,1309622869
1094,1298,1,1,positive,1309758956
1094,1301,1,1,positive,1309813610
1094,729,1,1,positive,1310001951
1094,1319,1,1,positive,1310311639
1094,1275,1,1,positive,1310772454
1094,777,2,2,positive,1310775428
1094,1334,2,2,positive,1310775540
1094,1053,4,4,positive,1310779157
1094,1292,2,2,positive,1310829767
1094,1268,9,9,positive,1311166518
1094,280,3,3,positive,1311219538
1094,1299,1,1,positive,1311222727
1094,80,1,1,positive,1311253320
1094,1348,1,1,positive,1311826875
1094,1412,1,1,positive,1312950419
1094,1389,1,1,positive,1313113802
1094,207,1,1,positive,1313115626
1094,1386,1,1,positive,1314676479
1094,882,1,1,positive,1314759432
1094,1400,1,1,positive,1315594612
1095,1092,10,10,positive,1308076364
1095,908,10,10,positive,1308076997
1095,1386,2,2,positive,1329528351
1095,1802,1,1,positive,1329533575
1095,1680,1,1,positive,1329536307
1095,1788,2,2,positive,1329591182
1095,35,1,1,positive,1329738161
1095,1334,1,1,positive,1330183419
1096,1008,1,1,positive,1307822163
1096,1097,1,1,positive,1307822204
1096,1180,1,1,positive,1308360138
1097,1096,1,1,positive,1307822261
1100,1021,1,1,positive,1307835639
1100,1008,6,6,positive,1307908417
1100,725,2,2,positive,1308077042
1100,923,2,2,positive,1308302574
1100,1132,3,3,positive,1308418018
1100,1028,1,1,positive,1308428289
1100,578,1,1,positive,1308461426
1100,1234,1,1,positive,1308761061
1100,946,2,2,positive,1308797589
1100,1084,10,10,positive,1308851307
1100,904,2,2,positive,1308888410
1100,452,1,1,positive,1308946556
1098,492,2,2,positive,1307836855
1098,452,1,1,positive,1308083026
1098,7,10,10,positive,1309947717
1098,2072,3,3,positive,1340752544
1098,1690,3,3,positive,1341985036
1098,1846,3,3,positive,1341985773
1098,4243,1,1,positive,1368077062
1098,493,5,5,positive,1369469892
1098,3397,5,5,positive,1369469900
1098,1670,5,5,positive,1369469935
1098,4331,2,2,positive,1369544491
881,7,2,2,positive,1307837176
1099,882,3,3,positive,1307837039
1099,953,1,1,positive,1307894474
1101,492,1,1,positive,1307839090
1102,383,1,1,positive,1307841201
1103,714,1,1,positive,1307844419
1104,908,1,1,positive,1307845993
1104,967,1,1,positive,1307850993
1104,1113,1,1,positive,1307898508
1104,1116,1,1,positive,1307912453
1104,502,2,2,positive,1308623801
1104,1162,1,1,positive,1308963544
1105,967,2,2,positive,1307848427
1105,777,1,1,positive,1307882212
1105,1005,2,2,positive,1308106123
1106,908,1,1,positive,1307851789
1106,1092,1,1,positive,1307851810
1107,64,1,1,positive,1307853613
1107,929,1,1,positive,1307853686
1107,1129,3,3,positive,1308027813
1107,1227,1,1,positive,1308723652
1107,634,1,1,positive,1308851397
1107,465,2,2,positive,1309928760
1107,1885,4,4,positive,1332044008
1108,492,1,1,positive,1307856320
461,462,2,2,positive,1307858792
1109,923,10,10,positive,1307867632
1110,496,1,1,positive,1307874367
1110,1211,-10,10,negative,1308648252
1111,817,1,1,positive,1307875314
1112,953,1,1,positive,1307878780
1112,35,1,1,positive,1307878801
1112,1178,1,1,positive,1308347115
1113,908,1,1,positive,1307896218
1113,1104,1,1,positive,1307898406
1113,492,1,1,positive,1307919056
1113,35,2,2,positive,1363335378
1113,3699,2,2,positive,1364081146
1114,1092,1,1,positive,1307898285
1114,492,1,1,positive,1307987797
1117,492,1,1,positive,1307918224
1118,1043,1,1,positive,1307933520
1119,882,2,2,positive,1308008971
1119,209,1,1,positive,1308008999
1119,270,1,1,positive,1308066697
1119,1170,1,1,positive,1308270608
1119,1065,10,10,positive,1310107934
1120,484,1,1,positive,1307948408
1121,346,1,1,positive,1307971927
1121,2241,10,10,positive,1342737853
1122,922,10,10,positive,1307987460
1124,775,1,1,positive,1307997362
1125,882,10,10,positive,1307998166
1126,209,1,1,positive,1308010594
1127,1013,1,1,positive,1308014034
1127,1092,1,1,positive,1308014612
1127,781,1,1,positive,1308155933
1128,266,1,1,positive,1308019452
1128,1244,1,1,positive,1309793912
1128,687,2,2,positive,1311381379
1128,1377,1,1,positive,1312339957
1128,1317,2,2,positive,1325490018
1128,4970,1,1,positive,1383095296
1128,13,2,2,positive,1453684323
1129,1107,1,1,positive,1308030665
1129,1043,1,1,positive,1308030694
1129,958,2,2,positive,1308160326
1130,1043,1,1,positive,1308065206
1130,710,1,1,positive,1308163120
1130,978,1,1,positive,1308271132
1130,1162,1,1,positive,1311183303
1132,537,1,1,positive,1308101943
1132,1100,3,3,positive,1308418090
1133,768,3,3,positive,1308056610
1133,710,10,10,positive,1308071953
1133,1145,-5,5,negative,1308091447
1133,1134,1,1,positive,1308241080
1134,1133,1,1,positive,1308067056
1134,1,1,1,positive,1308067664
1134,272,1,1,positive,1312745780
1139,1005,1,1,positive,1308077143
1139,1140,10,10,positive,1308077594
1139,1141,3,3,positive,1308078648
1139,1142,6,6,positive,1308078677
1139,1143,2,2,positive,1308078722
1143,1144,4,4,positive,1308078820
1143,1140,6,6,positive,1308078895
1143,1139,4,4,positive,1308078937
1143,1145,5,5,positive,1308079015
1145,710,-10,10,negative,1308089292
1145,804,-10,10,negative,1308089413
1146,570,1,1,positive,1308084107
1147,1149,1,1,positive,1308092438
1147,1287,1,1,positive,1309478771
1147,1317,1,1,positive,1310330873
1135,962,2,2,positive,1308090311
1149,1147,1,1,positive,1308093293
1150,405,1,1,positive,1308093134
1152,1028,1,1,positive,1308097441
1067,627,2,2,positive,1308099222
1067,988,2,2,positive,1308206936
1153,995,1,1,positive,1308100308
945,7,5,5,positive,1309210453
945,35,4,4,positive,1309786504
1154,1018,1,1,positive,1308213985
1154,1043,1,1,positive,1309323270
1156,775,1,1,positive,1308131157
1157,537,2,2,positive,1308130040
1158,673,5,5,positive,1308176641
1159,570,1,1,positive,1308159766
1159,1160,1,1,positive,1308159775
1159,1317,5,5,positive,1336239980
1159,1018,2,2,positive,1363790828
1159,3600,1,1,positive,1367937353
1160,1159,5,5,positive,1308166583
1161,520,1,1,positive,1308246346
1162,775,1,1,positive,1308406070
1162,1068,1,1,positive,1308406081
1162,664,1,1,positive,1308406166
1162,1192,1,1,positive,1308543568
1162,1195,1,1,positive,1308546503
1162,1205,1,1,positive,1308613457
1162,1208,1,1,positive,1308633370
1162,1215,1,1,positive,1308679364
1162,1217,1,1,positive,1308692472
1162,1221,1,1,positive,1308700160
1162,1202,1,1,positive,1308701174
1162,1224,1,1,positive,1308701624
1162,1225,1,1,positive,1308704027
1162,1226,1,1,positive,1308707845
1162,1043,1,1,positive,1308717739
1162,1248,1,1,positive,1308875235
1162,1243,1,1,positive,1308894933
1162,1249,1,1,positive,1308897010
1162,1104,1,1,positive,1308963479
1162,781,1,1,positive,1308980389
1162,1257,1,1,positive,1308986247
1162,1264,1,1,positive,1309089822
1162,1265,1,1,positive,1309097738
1162,1266,1,1,positive,1309100771
1162,1229,1,1,positive,1309129804
1162,72,1,1,positive,1309129950
1162,353,1,1,positive,1309131054
1162,1262,1,1,positive,1309131545
1162,777,1,1,positive,1309189279
1162,905,1,1,positive,1309257694
1162,1269,1,1,positive,1309274303
1162,1271,1,1,positive,1309280009
1162,1320,1,1,positive,1310319199
1162,1319,1,1,positive,1310323073
1162,1323,1,1,positive,1310385371
1162,1315,1,1,positive,1310396605
1162,1325,1,1,positive,1310396644
1162,1330,1,1,positive,1310517934
1162,1333,1,1,positive,1310587078
1162,929,1,1,positive,1310609310
1162,530,1,1,positive,1310609358
1162,1332,1,1,positive,1310671955
1162,1307,1,1,positive,1311019918
1162,729,1,1,positive,1311030389
1162,666,1,1,positive,1311127770
1162,1130,1,1,positive,1311183013
1162,1346,1,1,positive,1311200831
1162,1348,1,1,positive,1311270869
1162,25,2,2,positive,1311372474
1162,923,2,2,positive,1311696950
1162,1373,1,1,positive,1311847929
1162,1252,1,1,positive,1312136054
1162,1377,1,1,positive,1312136751
1162,1379,1,1,positive,1312143540
1162,1242,1,1,positive,1312218327
1162,794,1,1,positive,1312248112
1162,1404,1,1,positive,1312827609
1162,309,1,1,positive,1312936920
1162,1,5,5,positive,1312937036
1162,522,2,2,positive,1312937519
1162,1286,1,1,positive,1313170601
1162,1034,1,1,positive,1313435193
1162,540,1,1,positive,1314216243
1162,894,1,1,positive,1314394660
1162,1449,1,1,positive,1314737251
1162,1317,2,2,positive,1314745666
1162,882,2,2,positive,1315910432
1162,1386,1,1,positive,1316539316
1162,1368,1,1,positive,1317395560
1162,1555,1,1,positive,1323292633
1163,1068,1,1,positive,1308178386
1164,209,1,1,positive,1308181409
1164,97,2,2,positive,1308261315
1165,535,1,1,positive,1308213850
1165,1018,2,2,positive,1308553720
1165,1280,2,2,positive,1309322058
1166,387,1,1,positive,1308254357
1166,775,2,2,positive,1308635359
1166,1260,1,1,positive,1309027036
1166,7,2,2,positive,1309072954
1167,1028,1,1,positive,1308254693
1168,958,5,5,positive,1308257040
1168,204,1,1,positive,1308443161
1168,1206,1,1,positive,1308621462
1170,1119,1,1,positive,1308270629
1171,1056,6,6,positive,1308270781
1174,270,10,10,positive,1309401977
1174,634,1,1,positive,1309960247
1174,1368,1,1,positive,1312746957
1175,917,1,1,positive,1308333829
1176,363,1,1,positive,1308334347
1176,319,1,1,positive,1310581648
1176,1320,1,1,positive,1311525263
1176,1327,-10,10,negative,1311621811
1177,273,1,1,positive,1308383368
1179,1062,1,1,positive,1308351910
1179,775,2,2,positive,1322839488
1179,545,1,1,positive,1322839602
1180,1096,1,1,positive,1308360205
1180,832,1,1,positive,1308387899
1181,537,1,1,positive,1308361341
1181,978,1,1,positive,1308451460
1182,178,1,1,positive,1308383714
1169,570,2,2,positive,1308425802
1185,536,1,1,positive,1310354767
1185,1131,1,1,positive,1310354862
1185,827,3,3,positive,1312290613
1185,801,10,10,positive,1314013337
1185,1317,2,2,positive,1315800789
1185,69,1,1,positive,1329484408
1185,309,-10,10,negative,1330152020
1185,1828,1,1,positive,1330514784
1185,1670,2,2,positive,1330539774
1185,1839,5,5,positive,1330750073
1185,1656,8,8,positive,1331135948
1185,1334,1,1,positive,1331350108
1185,1864,4,4,positive,1331671671
1185,1868,1,1,positive,1331699793
1185,1556,3,3,positive,1332742712
1185,1932,5,5,positive,1333377247
1185,2126,2,2,positive,1338530304
1185,2127,1,1,positive,1338531165
1185,2144,1,1,positive,1338863791
1185,2150,1,1,positive,1338961608
1185,2160,1,1,positive,1339152651
1185,2164,4,4,positive,1339273809
1185,2173,3,3,positive,1340857285
1185,506,1,1,positive,1341653006
1185,1948,1,1,positive,1343087599
1185,2230,2,2,positive,1343630900
1185,2578,1,1,positive,1347354474
1185,3445,1,1,positive,1360203533
1185,3708,2,2,positive,1363774758
1185,3726,1,1,positive,1363955809
1185,4352,3,3,positive,1369830966
1186,757,4,4,positive,1308493832
1186,1187,1,1,positive,1308496501
1187,1186,1,1,positive,1308496527
1187,1188,1,1,positive,1308496911
1188,1187,2,2,positive,1308496961
1189,651,1,1,positive,1308534622
1190,406,2,2,positive,1308535279
1190,1301,1,1,positive,1309835784
1191,500,10,10,positive,1308557386
1191,2113,1,1,positive,1342360045
1191,2194,1,1,positive,1342360051
1192,1193,1,1,positive,1308544062
1192,1162,1,1,positive,1308554060
1192,832,1,1,positive,1308608859
1192,905,1,1,positive,1313003756
1193,1192,1,1,positive,1308544093
1193,628,-10,10,negative,1314601470
1194,1005,1,1,positive,1308546438
1195,1162,1,1,positive,1308546639
1196,768,8,8,positive,1308556236
1196,1197,1,1,positive,1308573140
1197,1196,1,1,positive,1308573361
1183,1199,1,1,positive,1308584873
1183,270,5,5,positive,1311001360
1199,1183,1,1,positive,1308744495
1199,937,1,1,positive,1311411148
1200,353,1,1,positive,1308600926
1200,1201,1,1,positive,1308603199
1200,1210,1,1,positive,1308647026
1200,1212,2,2,positive,1308652319
1200,1028,1,1,positive,1308652333
1201,1200,1,1,positive,1308603220
1201,1243,5,5,positive,1308861390
1201,1268,6,6,positive,1311574152
1201,1384,2,2,positive,1312311332
1201,1018,2,2,positive,1312412925
1201,664,2,2,positive,1312731569
1201,113,2,2,positive,1313771334
1201,1198,3,3,positive,1314466088
1201,1443,-10,10,negative,1314546389
1201,32,1,1,positive,1314554824
1201,1334,2,2,positive,1315201308
1201,272,5,5,positive,1315382104
1201,1451,3,3,positive,1315550184
1201,1368,3,3,positive,1316974954
1201,1396,9,9,positive,1317319425
1201,905,4,4,positive,1324005893
1201,1615,4,4,positive,1326993101
1201,64,2,2,positive,1327036490
1201,1690,1,1,positive,1327085833
1201,1747,4,4,positive,1327560788
1201,425,7,7,positive,1328418425
1201,135,4,4,positive,1329769995
1201,1487,4,4,positive,1329770112
1201,178,2,2,positive,1329852342
1201,1317,4,4,positive,1330131719
1201,309,3,3,positive,1330320898
1201,1386,9,9,positive,1330572222
1201,1846,4,4,positive,1331071352
1201,25,10,10,positive,1331157102
1201,1566,8,8,positive,1332289923
1201,1753,-5,5,negative,1332739784
1201,1352,6,6,positive,1333328041
1201,1,10,10,positive,1333411658
1201,1363,8,8,positive,1333904170
1201,149,4,4,positive,1334079915
1201,537,8,8,positive,1334080010
1201,1888,1,1,positive,1335060191
1201,1366,5,5,positive,1338267035
1201,2167,5,5,positive,1339287561
1201,2180,2,2,positive,1339634991
1201,2231,2,2,positive,1340771541
1201,1860,4,4,positive,1341199281
1201,2229,-2,2,negative,1341349348
1201,2046,5,5,positive,1342233281
1201,2311,3,3,positive,1342466600
1201,2322,3,3,positive,1342637630
1201,2214,3,3,positive,1342808287
1201,729,3,3,positive,1342856207
1201,1543,-2,2,negative,1342934425
1201,35,5,5,positive,1343277068
1201,1529,3,3,positive,1343939990
1201,1316,8,8,positive,1344638098
1201,2436,7,7,positive,1345079409
1201,1885,1,1,positive,1345480728
1201,4,8,8,positive,1345615362
1201,2194,3,3,positive,1348782028
1201,2720,-10,10,negative,1349059474
1201,2574,-10,10,negative,1349059475
1201,2722,-10,10,negative,1349059475
1201,2721,-10,10,negative,1349059544
1201,2700,-10,10,negative,1349059748
1201,2198,2,2,positive,1349145843
1201,1802,2,2,positive,1349153329
1201,2028,-1,1,negative,1353985569
1201,4144,9,9,positive,1366690010
1201,4238,8,8,positive,1367976635
1201,4356,5,5,positive,1369879339
1201,4297,3,3,positive,1370490389
1201,57,8,8,positive,1383716159
1202,1162,1,1,positive,1308606829
1202,1216,1,1,positive,1308688276
1204,1053,2,2,positive,1308606985
1204,7,1,1,positive,1334886406
1204,1317,1,1,positive,1338782306
1204,2085,1,1,positive,1338870975
1204,1731,1,1,positive,1338876226
1204,202,2,2,positive,1338928706
1204,2131,5,5,positive,1338948687
1204,2028,10,10,positive,1339183681
1204,13,2,2,positive,1339913616
1204,2176,1,1,positive,1340085555
1204,2125,10,10,positive,1341025207
1204,1899,10,10,positive,1343077062
1204,270,1,1,positive,1343169705
1204,2344,1,1,positive,1343169922
1204,2349,2,2,positive,1343426081
1205,1162,1,1,positive,1308613590
1205,1206,1,1,positive,1308616780
1206,1168,1,1,positive,1308621399
1207,832,1,1,positive,1308626115
1207,522,2,2,positive,1308787047
1207,1226,1,1,positive,1308787150
1207,270,1,1,positive,1308787234
1207,113,1,1,positive,1308866537
1207,786,1,1,positive,1309793224
1207,1279,1,1,positive,1309793254
1207,1317,1,1,positive,1310306476
1207,1391,1,1,positive,1312596821
1207,882,10,10,positive,1312891813
1207,468,1,1,positive,1313361993
1207,1379,1,1,positive,1313815279
1208,1162,1,1,positive,1308633586
1209,1065,1,1,positive,1308646203
1209,1110,1,1,positive,1308646596
1210,1200,1,1,positive,1308692490
1212,1200,1,1,positive,1308651719
1213,571,2,2,positive,1309329060
1214,446,2,2,positive,1308699923
1214,1227,1,1,positive,1308713263
1215,1162,1,1,positive,1308679448
1216,1202,1,1,positive,1308827983
1217,1162,1,1,positive,1308692607
1217,1239,1,1,positive,1308776782
1217,1225,1,1,positive,1308778260
1217,1237,2,2,positive,1308780312
1217,1198,2,2,positive,1309017585
1217,1259,1,1,positive,1309024301
1217,1263,1,1,positive,1309085604
1217,1264,1,1,positive,1309090686
1217,775,9,9,positive,1309460352
1217,997,8,8,positive,1309800986
1217,1336,1,1,positive,1310637649
1217,1344,1,1,positive,1311146344
1217,1420,5,5,positive,1313259054
1217,546,1,1,positive,1313260078
1217,1034,2,2,positive,1313405962
